column1,strokeCount,search_result
薮,16,4.59
鑓,21,4.95
愉,12,2.256666666666667
愈,13,2.1066666666666665
油,8,4.725
癒,18,2.6075
輸,16,2.6833333333333336
唯,11,1.8525
佑,7,2.54
優,17,2.6233333333333335
勇,9,2.154
友,4,3.07
宥,9,2.336666666666667
幽,9,2.9266666666666667
悠,11,2.45
憂,15,2.1866666666666665
揖,12,3.666666666666667
有,6,2.156
柚,9,
湧,12,3.072
涌,10,3.072
猶,12,2.15
猷,13,2.8225
由,5,1.4449999999999998
祐,9,2.56
裕,12,2.86
誘,14,2.7275
遊,12,3.24
邑,7,3.6766666666666667
郵,11,4.8100000000000005
雄,12,2.9583333333333335
融,16,3.5549999999999997
夕,3,3.26
予,4,2.8475
余,7,2.63
与,3,2.7644444444444445
誉,13,1.845
輿,17,2.0
預,13,2.91
傭,13,2.76
幼,5,2.865
妖,7,2.296666666666667
容,10,2.856666666666667
庸,11,2.43
揚,12,3.63
揺,12,4.121666666666667
擁,16,3.416
曜,18,3.18
楊,13,4.35
様,14,1.96
洋,9,4.05
溶,13,3.6366666666666667
熔,14,4.255
用,5,2.528
窯,15,4.826666666666667
羊,6,4.9
耀,20,3.5375
葉,12,4.625555555555556
蓉,13,4.35
要,9,2.874
謡,16,4.226666666666667
踊,14,4.1925
遥,12,2.88
陽,12,3.444
養,15,2.512
慾,15,1.9
抑,7,3.38125
欲,11,1.948
沃,7,2.59
浴,10,3.0233333333333334
翌,11,1.995
翼,17,4.593333333333334
淀,11,4.77
羅,19,3.73
螺,17,3.385
裸,13,3.71
来,7,2.492
莱,10,
頼,16,2.315
雷,13,4.465
洛,9,1.43
絡,12,3.1166666666666667
落,12,3.888
酪,13,4.6625
乱,7,3.555
卵,7,4.416666666666666
嵐,12,3.935
欄,20,3.965
濫,18,3.216666666666667
藍,18,4.36
蘭,19,4.92
覧,17,3.21
利,7,2.44
吏,6,3.13
履,15,3.564
李,7,4.85
梨,11,4.93
理,11,1.8719999999999999
璃,15,3.71
裏,13,3.718888888888889
裡,12,3.6885714285714286
里,7,4.175
離,19,2.705
陸,11,4.0
律,9,2.714
率,11,3.025714285714286
立,5,3.8375000000000004
葎,12,3.02
掠,11,3.18
略,11,3.0
劉,15,3.6116666666666664
流,10,2.7425
溜,13,2.6466666666666665
琉,11,3.44
留,10,3.485
硫,12,4.23
粒,11,4.1899999999999995
隆,11,2.8375
竜,10,3.455
龍,16,3.455
侶,9,3.45
慮,15,1.88
旅,10,3.69
虜,13,3.2966666666666664
了,2,2.795
亮,9,3.0549999999999997
僚,14,3.36
両,6,3.408
凌,10,2.493333333333333
寮,15,4.505
料,10,3.89
梁,11,4.48
涼,11,2.295
猟,11,4.416666666666667
療,17,2.7199999999999998
瞭,17,3.55
稜,13,3.266
糧,18,4.859999999999999
良,7,2.0533333333333332
諒,15,2.2375
遼,15,2.75
量,12,2.7642857142857142
陵,11,4.0775
領,14,2.4525
力,2,3.075
緑,14,4.07
倫,10,3.0149999999999997
厘,9,
林,8,4.76
淋,11,2.455
燐,17,4.27
琳,12,4.365
臨,18,3.4050000000000002
輪,15,4.328333333333333
隣,16,3.04
鱗,24,4.74
麟,24,3.7600000000000002
瑠,14,
塁,12,4.175
涙,10,1.88
累,11,2.6559999999999997
類,18,2.896
令,5,2.2666666666666666
伶,7,4.57
例,8,2.3525
冷,7,3.4233333333333333
励,7,2.0666666666666664
嶺,17,4.205
怜,8,1.97
玲,9,3.7
礼,5,3.7025
苓,8,4.72
鈴,13,3.9400000000000004
隷,16,3.952
零,13,3.2880000000000003
霊,15,2.6350000000000002
麗,19,2.2733333333333334
齢,17,2.86
暦,14,4.53
歴,14,3.13
列,6,3.87
劣,6,1.8766666666666667
烈,10,2.2266666666666666
裂,12,3.71
廉,13,2.477777777777778
恋,10,2.406
憐,16,1.98
漣,13,
煉,12,3.015
簾,19,4.86
練,14,3.6950000000000003
聯,17,3.6666666666666665
連,10,3.414285714285714
錬,16,3.9625000000000004
呂,7,4.535
魯,15,1.84
櫓,19,4.8
炉,8,4.3925
賂,13,3.44
路,13,4.0525
露,21,3.92
労,7,2.882
婁,11,3.3449999999999998
廊,12,4.716666666666667
弄,7,2.99
朗,10,2.9699999999999998
楼,13,3.9766666666666666
榔,13,
浪,10,2.54
漏,14,3.5633333333333335
牢,7,4.283333333333333
狼,10,4.79
篭,16,3.98
老,6,2.8233333333333333
聾,22,3.2866666666666666
蝋,14,4.97
郎,9,4.154999999999999
六,4,3.43
麓,19,4.9
禄,12,3.2725
肋,6,4.9
録,16,4.15
論,15,2.8600000000000003
倭,10,2.04
和,8,2.216666666666667
話,13,3.6500000000000004
歪,9,3.0575
賄,13,3.7
脇,10,3.088
惑,12,1.9733333333333334
枠,8,4.27
鷲,23,5.0
亙,6,3.5200000000000005
亘,6,3.0500000000000003
鰐,20,4.895
詫,13,2.63
藁,17,4.77
蕨,15,
椀,12,4.61
湾,12,4.323333333333333
碗,13,4.66
腕,12,2.986666666666667
丐,4,3.46
丕,5,2.168
个,3,3.8449999999999998
丱,5,2.87
丶,1,4.345000000000001
丼,5,4.87
丿,1,
乂,2,3.7033333333333336
乖,8,2.4699999999999998
乘,10,3.455
亂,13,3.555
亅,1,4.24
豫,16,2.3
亊,7,2.8233333333333333
舒,12,3.124
弍,5,4.18
于,3,2.265
亞,8,3.0599999999999996
亟,8,2.76
亠,2,4.75
亢,4,3.46
亰,9,4.1
亳,10,1.46
亶,13,1.9633333333333334
从,4,4.18
仍,4,1.51
仄,4,2.256666666666667
仆,4,3.6766666666666667
仂,4,3.2199999999999998
仗,5,4.73
仞,5,2.07
仭,5,2.07
仟,5,3.08
价,6,4.79
伉,6,2.58
佚,7,2.4383333333333335
估,7,3.2666666666666666
佛,7,
佝,7,1.84
佗,7,2.13
佇,7,3.022
佶,8,2.95
侈,8,2.125
侏,8,3.545
侘,8,2.13
佻,8,
佩,8,3.0549999999999997
佰,8,3.545
侑,8,1.93
佯,8,2.1774999999999998
來,8,2.492
侖,8,2.13
儘,16,1.275
俔,9,3.33
俟,9,2.285
俎,9,4.3149999999999995
俘,9,3.03
俛,9,2.325
俑,9,3.79
俚,9,2.955
俐,9,1.79
俤,9,3.8625
俥,9,4.62
倚,10,3.0149999999999997
倨,10,3.015
倔,10,2.18
倪,10,4.1
倥,10,2.36
倅,10,3.28
伜,6,3.28
俶,10,2.0966666666666667
倡,10,4.425000000000001
倩,10,1.9433333333333334
倬,10,2.9366666666666665
俾,10,4.28
俯,10,3.495
們,10,2.59
倆,10,2.17
偃,11,4.88
假,11,2.2125
會,13,3.082
偕,11,2.74
偐,11,2.805
偈,11,3.2125
做,11,2.67
偖,11,2.4050000000000002
偬,11,2.28
偸,11,3.84
傀,12,3.37
傚,12,2.763333333333333
傅,12,4.28
傴,13,4.373333333333333
傲,13,1.85
僊,13,4.29
傳,13,2.816666666666667
僂,13,3.88
僖,14,2.105
僞,14,2.225
僥,14,1.9033333333333333
僭,14,2.34
僣,14,2.34
僮,14,3.9166666666666665
價,15,2.625
僵,15,3.855
儉,15,2.245
儁,14,2.12
儂,15,3.5500000000000003
儖,17,3.23
儕,16,3.75
儔,16,3.105
儚,15,2.2750000000000004
儡,17,2.96
儺,21,2.86
儷,21,3.75
儼,22,2.0525
儻,22,1.815
儿,2,
兀,3,3.0425
兒,8,3.97
兌,7,2.74
兔,8,4.904999999999999
兢,14,1.9849999999999999
竸,22,3.5549999999999997
兩,8,3.51
兪,9,2.1666666666666665
兮,4,2.64
冀,16,1.51
冂,2,
囘,5,3.9
册,5,3.62
冉,5,4.265000000000001
冏,7,3.893333333333333
冑,9,4.92
冓,10,2.6799999999999997
冕,11,4.81
冖,2,
冤,10,2.1799999999999997
冦,10,2.5300000000000002
冢,10,4.63
冩,14,3.895
冪,15,2.5549999999999997
冫,2,
决,6,2.6
冱,6,2.46
冲,6,3.625
冰,6,4.605
况,7,3.46
冽,8,3.85
凅,10,2.97
凉,10,2.18
凛,15,3.0
几,2,4.9
處,11,3.2466666666666666
凩,6,3.32
凭,8,3.3466666666666667
凰,11,4.57
凵,2,3.21
凾,9,4.9
刄,3,4.7
刋,5,4.355
刔,6,3.6750000000000003
刎,6,3.85
刧,7,2.85
刪,7,4.55
刮,8,4.15
刳,8,3.1566666666666667
刹,8,4.53
剏,9,3.04
剄,9,
剋,9,2.55
剌,9,1.83
剞,10,3.69
剔,10,4.11
剪,11,4.2
剴,12,2.935
剩,12,3.9066666666666667
剳,11,2.9966666666666666
剿,13,3.08
剽,13,2.52
劍,15,4.93
劔,16,4.93
劒,16,4.93
剱,11,4.93
劈,15,4.076666666666666
劑,16,4.373333333333333
辨,16,2.6933333333333334
劬,7,2.51
劭,7,2.46
劼,8,2.56
劵,8,2.6100000000000003
勁,9,3.14
勍,10,2.88
勗,11,1.85
勞,12,3.205
勣,13,2.015
勦,13,3.46
飭,13,2.335
勠,13,3.135
勳,16,2.86
勵,16,2.34
勸,19,2.136
勹,2,3.97
匆,5,2.46
匈,6,2.11
甸,7,3.1799999999999997
匍,9,3.8249999999999997
匐,11,4.27
匏,11,4.86
匕,2,4.96
匚,2,
匣,7,4.9
匯,13,3.6500000000000004
匱,14,4.53
匳,15,4.72
匸,2,
區,11,3.44
卆,4,3.5033333333333334
卅,4,3.75
丗,5,3.75
卉,5,4.93
卍,6,4.29
凖,12,2.3200000000000003
卞,4,3.115
卩,2,4.63
卮,5,2.6366666666666667
夘,5,3.6833333333333336
卻,9,2.07
卷,8,3.7533333333333334
厂,2,2.62
厖,9,3.5949999999999998
厠,11,3.665
厦,12,5.0
厥,12,1.54
厮,14,3.5774999999999997
厰,14,4.54
厶,2,3.45
參,11,2.79
簒,17,3.48
雙,18,3.365
叟,10,2.72
曼,11,2.6100000000000003
燮,17,2.8833333333333333
叮,5,1.77
叨,5,1.8325
叭,5,3.21
叺,5,4.77
吁,6,2.48
吽,7,4.41
呀,8,3.283333333333333
听,7,4.04
吭,7,4.5633333333333335
吼,7,4.0649999999999995
吮,7,3.46
吶,7,3.97
吩,7,3.735
吝,7,2.09
呎,7,4.9
咏,8,3.856666666666667
呵,8,2.9233333333333333
咎,8,2.3766666666666665
呟,8,3.12
呱,9,4.0
呷,8,3.8866666666666667
呰,9,2.46
咒,8,2.855
呻,8,3.9050000000000002
咀,8,4.44
呶,8,3.56
咄,8,3.456
咐,8,3.1100000000000003
咆,8,3.57
哇,9,3.0949999999999998
咢,9,1.86
咸,9,2.455
咥,9,4.193333333333333
咬,9,3.98
哄,9,2.3899999999999997
哈,9,4.79
咨,9,2.27
哂,9,2.565
咤,9,3.005
咾,9,4.13
咼,9,2.5366666666666666
哘,9,2.5
哥,10,3.66
哦,10,4.34
唏,10,2.08
唔,10,3.71
哽,10,3.085
哮,10,3.84
哭,10,4.0633333333333335
哺,10,4.175
哢,10,4.05
唹,11,4.355
啀,11,3.965
啣,12,3.68
啌,11,3.9366666666666665
售,11,2.6
啜,11,3.815
啅,11,3.8666666666666667
啖,11,4.44
啗,11,1.96
唸,11,3.95
唳,10,4.0
啝,11,3.7199999999999998
喙,12,4.96
喀,12,4.75
咯,9,3.32
喊,12,4.0
喟,12,3.72
啻,12,1.45
啾,12,3.98
喘,12,4.2
喞,12,3.7
單,12,2.9533333333333336
啼,12,4.173333333333333
喃,12,3.7
喩,12,2.23
喇,12,3.7
喨,12,3.55
嗚,13,3.05
嗅,13,3.9466666666666668
嗟,13,2.4025
嗄,13,3.07
嗜,13,2.7233333333333336
嗤,13,3.1399999999999997
嗔,13,1.85
嘔,14,4.75
嗷,14,3.56
嘖,14,2.79
嗾,14,3.38
嗽,14,4.253333333333333
嘛,14,4.89
嗹,14,
噎,15,3.535
噐,15,3.53
營,17,3.3024999999999998
嘴,16,4.82
嘶,15,3.635
嘲,15,2.4299999999999997
嘸,15,2.3333333333333335
噫,16,3.6533333333333333
噤,16,3.38
嘯,16,3.42
噬,16,4.44
噪,16,1.85
嚆,16,4.0
嚀,17,1.74
嚊,17,4.04
嚠,18,1.46
嚔,17,4.03
嚏,17,4.03
嚥,19,3.89
嚮,19,2.9725
嚶,20,3.88
嚴,20,2.0166666666666666
囂,21,3.075
嚼,21,4.44
囁,21,3.7649999999999997
囃,21,3.2583333333333333
囀,21,3.89
囈,21,1.84
囎,22,2.64
囑,24,2.645
囓,24,3.86
囗,3,4.9
囮,7,4.276666666666666
囹,8,4.68
圀,9,4.17
囿,9,4.67
圄,10,4.305
圉,11,4.84
國,11,4.17
圍,13,3.0083333333333333
圓,13,4.126666666666667
團,14,2.3
圖,14,4.0
嗇,13,2.09
圜,16,3.525
圦,5,4.55
圷,6,
圸,6,3.76
坎,7,2.85
圻,7,3.19
址,7,
坏,7,4.87
坩,8,4.904999999999999
埀,10,3.31
垈,8,4.640000000000001
坡,8,4.5675
坿,8,4.5
垉,8,3.69
垓,9,3.7975000000000003
垠,9,2.66
垳,9,3.675
垤,9,4.91
垪,9,2.64
垰,9,3.4466666666666668
埃,10,4.4
埆,10,3.2
埔,10,2.64
埒,10,2.925
埓,10,3.5033333333333334
堊,11,3.7
埖,10,3.865
埣,11,3.2
堋,11,3.875
堙,12,3.4400000000000004
堝,12,3.6550000000000002
塲,14,4.056666666666667
堡,12,4.72
塢,13,4.845
塋,13,4.93
塰,13,3.32
毀,13,2.375714285714286
塒,13,4.123333333333333
堽,12,3.635
塹,14,4.595000000000001
墅,14,4.4
墹,15,3.76
墟,15,
墫,15,5.0
墺,16,4.68
壞,19,3.39
墻,16,4.68
墸,15,2.46
墮,15,2.69
壅,16,4.01
壓,17,3.07
壑,17,4.72
壗,17,3.76
壙,18,4.81
壘,18,4.72
壥,20,3.8066666666666666
壜,19,4.683333333333334
壤,20,4.153333333333333
壟,19,4.683333333333334
壯,7,3.2925
壺,12,4.904999999999999
壹,12,3.3
壻,12,
壼,13,4.57
壽,14,2.17
夂,3,2.84
夊,3,3.84
夐,14,2.73
夛,6,2.2225
梦,11,2.48
夥,14,2.1550000000000002
夬,4,2.66
夭,4,2.125
夲,5,2.2775
夸,6,2.32
夾,7,2.57
竒,9,1.86
奕,9,3.37
奐,9,3.735
奎,9,3.38
奚,10,2.833333333333333
奘,10,2.59
奢,12,2.16
奠,12,2.19
奧,13,4.055
奬,14,3.5633333333333335
奩,14,
妁,6,
妝,7,4.93
佞,7,2.135
侫,8,2.135
妣,7,4.6
妲,8,4.57
姆,8,4.46
姨,9,2.79
姜,9,4.92
妍,7,2.2600000000000002
姙,9,
姚,9,2.16
娥,10,2.16
娟,10,2.93
娑,10,2.72
娜,10,2.37
娉,10,2.775
娚,10,3.73
婀,11,2.4749999999999996
婬,11,2.21
婉,11,2.37
娵,11,3.83
娶,11,2.91
婢,11,4.39
婪,11,1.93
媚,12,2.5533333333333332
媼,13,3.953333333333333
媾,13,2.13
嫋,13,2.69
嫂,13,3.59
媽,13,4.675
嫣,14,2.93
嫗,14,3.66
嫦,14,1.78
嫩,14,2.975
嫖,14,2.6399999999999997
嫺,15,2.1033333333333335
嫻,15,2.0933333333333333
嬌,15,2.64
嬋,15,2.16
嬖,16,2.07
嬲,17,2.7133333333333334
嫐,13,3.18
嬪,17,3.57
嬶,17,4.13
嬾,19,2.67
孃,20,4.82
孅,20,2.3
孀,20,4.33
孑,3,4.88
孕,5,1.54
孚,7,2.2199999999999998
孛,7,3.6533333333333333
孥,8,4.4825
孩,9,4.1
孰,11,1.5433333333333334
孳,12,3.745
孵,14,3.98
學,16,3.22
斈,7,3.22
孺,17,4.78
宀,3,2.56
它,5,2.04
宦,10,2.54
宸,10,3.9033333333333333
寃,11,1.8066666666666666
寇,11,3.0549999999999997
寉,11,4.68
寔,12,2.25
寐,12,4.44
寤,14,2.8
實,14,1.8399999999999999
寢,14,4.156666666666666
寞,13,2.4749999999999996
寥,14,2.19
寫,15,2.6433333333333335
寰,16,3.4400000000000004
寶,20,3.31
寳,19,3.31
尅,10,2.533333333333333
將,11,3.3466666666666667
專,11,2.0725
對,14,2.915
尓,5,2.825
尠,13,2.075
尢,3,
尨,7,3.23
尸,3,4.38
尹,4,1.46
屁,7,3.4699999999999998
屆,8,3.3080000000000003
屎,9,4.38
屓,10,
屏,9,4.84
孱,12,3.275
屬,21,2.4166666666666665
屮,3,3.21
乢,4,4.96
屶,5,2.64
屹,6,2.93
岌,7,2.795
岑,7,4.38
岔,7,4.9
妛,7,2.4525
岫,8,4.1325
岻,8,3.5
岶,8,3.14
岼,8,2.86
岷,8,3.5
峅,8,4.47
岾,8,4.96
峇,9,4.96
峙,9,4.215
峩,10,1.89
峽,10,4.266666666666667
峺,10,2.46
峭,10,3.46
嶌,14,4.96
峪,10,4.61
崋,10,3.5
崕,11,3.855
崗,11,4.93
嵜,12,3.76
崟,11,3.6025
崛,11,3.46
崑,11,3.48
崔,11,3.855
崢,11,3.61
崚,11,
崙,11,3.48
崘,11,
嵌,12,3.2
嵒,12,4.91
嵎,12,4.96
嵋,12,3.48
嵬,13,3.46
嵳,13,2.8925
嵶,13,4.96
嶇,14,3.76
嶄,14,3.76
嶂,14,2.8249999999999997
嶢,15,3.1950000000000003
嶝,15,4.265
嶬,16,3.61
嶮,16,3.11
嶽,17,4.2
嶐,14,3.14
嶷,17,1.97
嶼,16,4.96
巉,20,3.53
巍,21,3.46
巓,22,4.21
巒,22,3.22
巖,23,4.79
巛,3,
巫,7,3.98
已,3,2.704
巵,7,2.6366666666666667
帋,7,4.43
帚,8,4.89
帙,8,
帑,8,4.54
帛,8,4.9
帶,11,4.414
帷,11,4.71
幄,12,4.82
幃,13,4.9
幀,12,2.34
幎,13,4.9
幗,14,4.45
幔,14,4.82
幟,15,4.57
幢,15,4.795
幤,15,2.6566666666666663
幇,12,2.56
幵,6,2.5
并,6,2.5
幺,3,3.61
麼,14,4.93
广,3,3.81
庠,9,4.79
廁,12,4.316666666666666
廂,12,4.57
廈,13,5.0
廐,13,4.28
廏,14,4.28
廣,15,2.69
廝,15,4.64
廚,15,4.97
廛,15,3.8066666666666666
廢,15,2.665
廡,15,4.29
廨,16,2.88
廩,16,4.86
廬,19,
廱,21,2.865
廳,25,3.69
廰,20,2.88
廴,3,3.18
廸,8,3.32375
廾,3,3.67
弃,7,2.66
弉,10,3.2375
彝,18,1.69
彜,16,1.69
弋,3,3.63
弑,12,3.61
弖,4,
弩,8,4.61
弭,9,3.035
弸,11,3.365
彁,13,
彈,15,3.965
彌,17,2.85
彎,22,4.41
弯,9,4.41
彑,3,
彖,9,1.85
彗,11,4.67
彙,13,3.2279999999999998
彡,3,4.066666666666666
彭,12,3.915
彳,3,3.0975
彷,7,2.8833333333333333
徃,8,2.9339999999999997
徂,8,3.15
彿,8,2.46
徊,9,2.52
很,9,2.35
徑,10,3.6166666666666667
徇,9,3.1083333333333334
從,11,1.91
徙,11,3.25
徘,11,2.28
徠,11,2.4749999999999996
徨,12,2.52
徭,13,1.96
徼,16,3.1
忖,6,1.75
忻,7,2.69
忤,7,2.06
忸,7,2.24
忱,7,1.81
忝,8,1.98
悳,12,1.79
忿,8,1.85
怡,8,2.23
恠,9,2.22
怙,8,2.78
怐,8,2.205
怩,8,2.24
怎,9,1.605
怱,9,2.46
怛,8,2.09
怕,8,2.6066666666666665
怫,8,2.41
怦,8,2.63
怏,8,2.05
怺,8,2.0
恚,10,2.41
恁,10,1.625
恪,9,1.68
恷,10,1.8900000000000001
恟,9,2.57
恊,9,2.63
恆,9,2.223333333333333
恍,9,2.375
恣,10,1.77
恃,9,1.89
恤,9,2.325
恂,9,2.8249999999999997
恬,9,2.43
恫,9,2.8150000000000004
恙,10,3.54
悁,10,2.296666666666667
悍,10,3.2333333333333334
惧,11,2.0933333333333333
悃,10,1.97
悚,10,2.57
悛,10,2.32
悖,10,1.85
悗,10,1.85
悒,10,1.85
悧,10,1.79
悋,10,2.0
惡,12,1.805
悸,11,3.42
惠,12,1.9449999999999998
惓,12,2.44
悴,11,2.905
忰,7,2.1533333333333333
悽,11,1.85
惆,11,2.13
悵,11,1.85
惘,11,2.12
慍,13,1.85
愕,12,2.385
愆,13,2.4833333333333334
惶,12,2.57
惷,13,2.04
愀,12,2.04
惴,12,2.21
惺,12,2.03
愃,12,2.54
愡,12,3.3800000000000003
惻,12,1.85
惱,12,3.03
愍,13,1.7766666666666666
愎,12,2.785
慇,14,1.77
愾,13,2.585
愨,14,1.78
愧,13,2.4
慊,13,1.9
愿,14,1.9249999999999998
愼,13,2.165
愬,14,2.6
愴,13,2.52
愽,13,2.28
慂,14,2.09
慄,13,2.57
慳,15,1.79
慷,14,3.475
慘,14,2.2125
慙,15,1.725
慚,14,2.28
慫,15,2.05
慴,14,2.5999999999999996
慯,14,2.13
慥,14,1.835
慱,14,2.28
慟,14,2.13
慝,14,2.2266666666666666
慓,14,3.105
慵,14,
憙,16,2.04
憖,16,1.72
憇,15,3.045
憬,15,1.7766666666666666
憔,15,2.38
憚,15,2.6333333333333333
憊,16,3.14
憑,16,2.342857142857143
憫,15,1.8900000000000001
憮,15,1.93
懌,16,2.17
懊,16,2.248
應,17,2.755
懷,19,3.5085714285714285
懈,16,2.21
懃,17,1.77
懆,16,1.93
憺,16,2.9466666666666668
懋,17,2.085
罹,16,3.245
懍,16,3.09
懦,17,2.3449999999999998
懣,18,2.4466666666666668
懶,19,1.85
懺,20,2.11
懴,18,2.0
懿,22,1.975
懽,20,2.17
懼,21,2.57
懾,21,2.57
戀,23,2.46
戈,4,4.456666666666667
戉,5,3.9499999999999997
戍,6,2.5
戌,6,4.1850000000000005
戔,8,2.3533333333333335
戛,11,
戡,13,2.55
截,14,4.275
戮,15,3.9
戰,16,3.8033333333333332
戲,17,3.2533333333333334
戳,18,3.995
扁,9,3.04
扎,4,4.19
扞,6,2.76
扣,6,4.226
扛,6,3.8
扠,6,2.4050000000000002
扨,6,2.4050000000000002
扼,7,2.35
抂,7,3.1
抉,7,3.1925
找,7,2.77
抒,7,2.9
抓,7,3.38
抖,7,3.795
拔,8,3.22
抃,7,4.07
抔,7,1.52
拗,8,3.266
拑,8,3.38
抻,8,3.2750000000000004
拏,9,4.0200000000000005
拿,10,4.0200000000000005
拆,8,1.55
擔,16,3.5433333333333334
拈,8,3.695
拜,9,2.723333333333333
拌,8,3.76
拊,8,4.395
拂,8,3.635
拇,8,4.96
抛,7,4.1
拉,8,3.865
挌,9,4.126666666666667
拮,9,1.85
拱,9,4.359999999999999
挧,9,
挂,9,3.7
挈,10,4.04
拯,9,2.56
拵,9,2.6066666666666665
捐,10,4.04
挾,10,3.412
捍,10,2.585
搜,13,2.65
捏,10,3.855
掖,11,3.8600000000000003
掎,11,3.825
掀,11,3.9
掫,11,4.68
捶,11,4.49
掣,12,3.365
掏,11,4.03
掉,11,4.07
掟,11,2.57
掵,11,
捫,11,1.55
捩,10,4.075
掾,12,2.4633333333333334
揩,12,4.0
揀,12,2.48
揆,12,3.7266666666666666
揣,12,1.75
揉,12,3.77625
插,12,3.973333333333333
揶,12,2.915
揄,12,3.2666666666666666
搖,13,4.26
搴,14,3.645
搆,13,3.2
搓,13,4.465
搦,13,4.1049999999999995
搶,13,3.475
攝,21,2.645
搗,13,4.735
搨,13,3.995
搏,13,3.976666666666667
摧,14,3.118
摯,15,3.03
摶,14,4.4399999999999995
摎,14,4.685
攪,23,3.54
撕,15,3.4425
撓,15,4.335
撥,15,3.446
撩,15,3.1
撈,15,4.11
撼,16,3.25
擒,16,2.335
擅,16,
擇,16,2.973333333333333
撻,16,4.263333333333334
擘,17,4.56
擂,16,4.19
擱,17,3.1799999999999997
擧,17,3.2525
舉,16,3.2525
擠,17,4.21
擡,17,3.8449999999999998
抬,8,3.965
擣,17,4.61
擯,17,3.3049999999999997
攬,25,3.68
擶,18,3.72
擴,18,2.94
擲,18,3.18
擺,18,4.21
攀,19,4.25
擽,18,3.175
攘,20,3.66
攜,21,3.3966666666666665
攅,18,2.7350000000000003
攤,22,2.755
攣,23,3.705
攫,23,2.88
攴,4,4.023333333333333
攵,4,4.023333333333333
攷,6,3.02
收,6,3.07
攸,7,2.683333333333333
畋,9,3.7
效,10,2.24
敖,11,2.545
敕,11,1.46
敍,11,2.605
敘,11,2.605
敞,12,2.8233333333333333
敝,12,1.85
敲,14,4.050000000000001
數,15,2.59
斂,17,3.575
斃,18,3.485
變,23,2.375
斛,11,3.13
斟,13,3.4349999999999996
斫,9,4.55
斷,18,3.85
旃,10,
旆,10,4.79
旁,10,2.07
旄,10,3.5433333333333334
旌,11,3.7
旒,13,4.17
旛,18,4.79
旙,16,1.46
无,4,2.6933333333333334
旡,5,3.85
旱,7,3.755
杲,8,3.505
昊,8,4.055
昃,8,3.4833333333333334
旻,8,1.43
杳,8,3.1550000000000002
昵,9,1.665
昶,9,3.365
昴,9,1.43
昜,9,4.02
晏,10,2.6799999999999997
晄,10,3.55
晉,10,2.57
晁,10,1.78
晞,11,3.615
晝,11,4.205
晤,11,3.55
晧,11,2.895
晨,11,2.8449999999999998
晟,10,3.55
晢,11,4.03
晰,12,3.55
暃,12,1.85
暈,13,3.3233333333333333
暎,12,3.8200000000000003
暉,13,4.03
暄,13,3.56
暘,13,4.69
暝,14,4.29
曁,16,2.5725000000000002
暹,16,4.69
曉,16,3.52
暾,16,4.69
暼,16,2.96
暸,16,3.55
曖,17,3.185
曚,17,3.85
曠,19,2.515
昿,9,2.6825
曦,20,1.43
曩,21,2.034
曰,4,2.5833333333333335
曵,7,4.0975
曷,9,1.6033333333333335
朏,9,3.425
朖,11,3.1933333333333334
朞,12,3.97
朦,17,2.6550000000000002
朧,20,2.34
霸,21,2.165
朮,5,1.46
朿,6,5.0
朶,6,4.9
杁,6,4.55
朸,6,3.67
朷,6,3.3
杆,7,4.66
杞,7,4.89
杠,7,4.585
杙,7,4.05
杣,7,4.666666666666667
杤,7,3.535
枉,8,3.0742857142857143
杰,8,2.223333333333333
枩,8,4.475
杼,8,4.63
杪,8,4.745
枌,8,4.37
枋,8,4.965
枦,8,4.97
枡,8,3.52
枅,8,4.225
枷,9,
柯,9,4.57
枴,9,4.58
柬,9,3.15
枳,9,4.26
柩,9,4.86
枸,9,
柤,9,4.79
柞,9,3.3
柝,9,2.79
柢,9,4.34
柮,9,1.505
枹,9,4.32
柎,9,5.0
柆,9,3.865
柧,10,4.42
檜,17,
栞,10,4.865
框,10,3.24
栩,10,3.3
桀,11,3.52
桍,10,3.365
栲,10,4.9
桎,10,
梳,11,5.0
栫,10,
桙,10,
档,10,4.43
桷,11,4.97
桿,11,4.66
梟,11,4.195
梏,11,
梭,11,4.63
梔,11,4.88
條,11,4.205
梛,11,3.3
梃,11,4.77
檮,18,2.746666666666667
梹,11,
桴,11,4.98
梵,11,1.73
梠,11,1.46
梺,11,3.86
椏,12,4.77
梍,11,4.09
桾,11,3.3
椁,12,3.74
棊,12,
椈,12,4.82
棘,12,4.555
椢,12,4.15
椦,12,4.08
棡,12,4.92
椌,12,2.98
棍,12,1.46
棧,12,3.69
棕,12,4.85
椶,13,4.85
椒,12,
椄,12,3.4
棗,12,
棣,12,3.67
椥,12,3.3
棹,12,4.66
棠,12,2.41
棯,12,3.3
椨,12,3.3
椪,12,3.5
椚,12,4.82
椣,12,3.3
椡,12,3.3
棆,12,
楹,13,4.77
楷,13,3.3449999999999998
楜,13,4.59
楸,13,
楫,13,
楔,13,4.555
楾,13,4.85
楮,13,4.93
椹,13,3.3
楴,13,2.7
椽,13,4.945
楙,13,3.15
椰,13,4.79
楡,13,4.69
楞,13,4.255
楝,13,
榁,13,4.93
楪,13,
榲,14,
榮,14,1.73
槐,14,3.3
榿,14,
槁,14,3.07
槓,14,4.77
榾,14,4.71
槎,14,4.775
寨,14,4.72
槊,14,
槝,14,3.7300000000000004
榻,14,4.58
槃,14,4.64
榧,14,
樮,14,1.46
榑,14,
