column1,strokeCount,search_result
少,4,3.075
尚,8,2.07
庄,6,3.806
床,7,4.6225
廠,15,4.54
彰,14,3.4349999999999996
承,8,2.7760000000000002
抄,7,3.302
招,8,2.715
掌,12,2.912
捷,11,2.9349999999999996
昇,8,4.04
昌,8,3.3166666666666664
昭,9,3.6550000000000002
晶,12,3.98
松,8,4.37
梢,11,4.75
樟,15,
樵,16,4.58
沼,8,4.734
消,10,3.068
渉,11,3.455
湘,12,2.465
焼,12,4.03
焦,12,3.2583333333333333
照,13,3.0275
症,10,3.54
省,9,2.3966666666666665
硝,12,2.96
礁,17,4.21
祥,10,1.884
称,10,2.686
章,11,3.7520000000000002
笑,10,4.21
粧,12,3.55
紹,11,2.4066666666666667
肖,7,2.07
菖,11,4.54
蒋,13,4.7
蕉,15,4.71
衝,15,3.5225
裳,14,4.82
訟,11,2.66
証,12,3.6366666666666667
詔,12,2.52
詳,13,2.7
象,12,3.865
賞,15,3.49
醤,17,1.46
鉦,13,4.83
鍾,17,3.67
鐘,20,4.83
障,14,3.0033333333333334
鞘,16,3.505
上,3,3.58
丈,3,3.13
丞,6,2.56
乗,9,3.625
冗,4,1.6400000000000001
剰,11,2.79
城,9,4.96
場,12,3.24
壌,16,4.456666666666667
嬢,16,4.82
常,11,1.8614285714285714
情,11,2.0524999999999998
擾,18,3.54
条,7,4.185
杖,7,4.615
浄,9,2.875
状,7,2.3825
畳,12,3.535
穣,18,1.64
蒸,13,3.195
譲,20,2.5325
醸,20,3.25
錠,16,4.65
嘱,15,2.4833333333333334
埴,11,4.93
飾,13,3.075
植,12,4.76
殖,12,3.0025
燭,17,3.9050000000000002
織,18,4.415
職,18,3.6933333333333334
色,6,4.08
触,13,3.1414285714285715
食,9,4.62
蝕,14,3.01
辱,10,2.15
尻,5,4.39
伸,7,3.198
信,9,1.875
侵,9,2.666
唇,10,
娠,10,3.155
寝,13,3.508
審,15,3.3333333333333335
心,4,3.2849999999999997
慎,13,1.87
振,10,4.26
新,13,2.81
晋,10,2.57
森,12,4.8149999999999995
榛,14,4.6
浸,10,4.108333333333333
深,11,2.6625
申,5,3.4566666666666666
疹,10,4.07
真,10,1.71
神,9,2.18
秦,10,3.5
紳,11,2.605
臣,7,3.5700000000000003
芯,7,4.69
薪,16,4.33
親,16,3.078
診,12,2.935
身,7,4.255
辛,7,3.3075
進,11,2.375
針,10,4.6225
震,15,3.806
人,2,4.72
仁,4,2.8716666666666666
刃,3,4.7
塵,14,4.596666666666667
壬,4,
尋,12,2.4699999999999998
甚,9,1.675
尽,6,3.1799999999999997
腎,13,4.96
訊,10,2.7399999999999998
迅,6,3.1799999999999997
陣,10,3.084
靭,12,3.763333333333333
笥,11,4.535
諏,15,3.04
須,12,1.4466666666666668
酢,12,3.8875
図,7,3.3379999999999996
厨,12,4.97
逗,10,3.68
吹,7,3.894
垂,8,3.42
帥,9,3.84
推,11,2.4316666666666666
水,4,5.0
炊,8,4.26
睡,13,3.376666666666667
粋,10,2.4628571428571426
翠,14,4.390000000000001
衰,10,2.5566666666666666
遂,12,2.19
酔,11,2.415
錐,16,4.5075
錘,16,4.0975
随,12,2.1622222222222223
瑞,13,2.44
髄,19,3.0700000000000003
崇,11,2.175
嵩,13,2.8049999999999997
数,13,2.59
枢,8,4.2375
趨,17,3.0875
雛,18,4.953333333333333
据,11,3.7316666666666665
杉,7,4.83
椙,12,
菅,11,
頗,14,1.975
雀,11,4.85
裾,13,4.6466666666666665
摺,14,4.21
寸,3,2.7525
世,5,2.8575
瀬,19,3.2666666666666666
畝,10,4.376666666666667
是,9,2.145
凄,10,1.9475
制,8,2.6933333333333334
勢,13,3.2666666666666666
姓,8,2.79
征,8,2.91
性,8,3.4499999999999997
成,6,2.6883333333333335
政,9,2.77
整,16,3.776
星,9,4.3075
晴,12,3.55
棲,12,3.0949999999999998
栖,10,4.795
正,5,1.8233333333333333
清,11,2.575
牲,9,3.715
生,5,3.06
盛,11,3.02
精,14,2.7911111111111113
聖,13,3.412
声,7,4.13
製,14,2.795
西,6,3.44
誠,13,2.124
誓,14,2.493333333333333
請,15,2.783333333333333
逝,10,2.82
醒,16,2.6766666666666667
青,8,3.915
静,14,2.76
斉,8,2.466666666666667
税,12,3.04
脆,10,2.4619999999999997
隻,10,4.38
席,10,3.9025
惜,11,1.8900000000000001
戚,11,2.41
斥,5,2.815
昔,8,2.5300000000000002
析,8,3.55
石,5,4.72
積,16,3.6657142857142855
籍,20,2.815
績,17,1.92
脊,10,3.09
責,11,2.1533333333333333
赤,7,4.24
跡,13,3.5366666666666666
蹟,18,3.915
碩,14,2.4033333333333333
切,4,3.34
拙,8,2.365
接,11,3.6475
摂,13,2.558
折,7,3.56
設,11,2.83
窃,9,2.78
節,13,3.1566666666666667
説,14,1.855
雪,11,4.85
絶,12,2.707777777777778
舌,6,4.516666666666667
蝉,15,
仙,5,4.303333333333334
先,6,2.294
千,3,3.08
占,5,2.7457142857142856
宣,9,2.75
専,9,2.0725
尖,6,2.6166666666666667
川,3,4.76
戦,13,3.9233333333333333
扇,10,4.3
撰,15,3.17
栓,10,4.75
栴,10,4.12
泉,9,4.33
浅,9,2.294
洗,9,3.4499999999999997
染,9,4.442
潜,15,3.118
煎,13,3.995
煽,14,3.275
旋,11,3.235
穿,10,3.74
箭,15,4.97
線,15,4.404999999999999
羨,13,1.8466666666666667
腺,13,4.14
舛,6,4.3
船,11,4.9
薦,16,2.6879999999999997
詮,13,2.7533333333333334
賎,13,2.33
践,13,3.59
選,15,2.2825
遷,15,2.776666666666667
銭,14,4.715
銑,14,5.0
閃,10,3.67
鮮,17,2.4074999999999998
前,9,2.48
善,12,1.5666666666666667
漸,14,2.1550000000000002
然,12,2.456
全,6,2.406
禅,13,3.67
繕,18,3.368333333333333
膳,16,3.9800000000000004
糎,15,4.13
噌,14,2.59
塑,13,4.46
岨,8,1.46
措,11,2.8033333333333332
曾,12,1.934
曽,11,1.934
楚,13,4.775
狙,8,3.63
疏,12,2.98
疎,12,2.7183333333333333
礎,18,3.89
祖,9,3.646666666666667
租,10,3.506666666666667
粗,11,3.276666666666667
素,10,2.9575
組,11,2.894285714285714
蘇,19,1.85
訴,12,2.445
阻,8,2.5816666666666666
遡,13,2.985
鼠,13,4.656666666666666
僧,13,4.35
創,12,3.1833333333333336
双,4,3.365
叢,18,4.13
倉,10,4.33
喪,12,2.355
壮,6,2.29
奏,9,3.2133333333333334
爽,11,3.02
宋,7,2.62
層,14,3.4725
匝,5,3.15
惣,12,2.27
想,13,1.85
捜,10,2.9766666666666666
掃,11,4.13
挿,10,3.02
掻,11,4.608
操,16,2.78
早,6,2.785
曹,11,3.7075
巣,11,4.795
槍,14,4.656666666666667
槽,15,4.676666666666667
漕,14,4.2
燥,17,3.56
争,6,2.5733333333333333
痩,12,2.38
相,9,2.58
窓,11,4.36
糟,17,4.01
総,14,2.706
綜,14,2.395
聡,14,2.645
草,9,4.45
荘,9,3.2583333333333333
葬,12,4.115
蒼,13,3.775
藻,19,4.59
装,12,3.564
走,7,4.31
送,9,3.5
遭,14,3.0566666666666666
鎗,18,4.656666666666667
霜,17,4.56
騒,18,2.614
像,14,4.366
増,14,2.584
憎,14,2.165
蔵,15,2.914
贈,18,3.005
造,10,3.2425
促,9,2.744
側,11,2.75
則,9,2.956
即,7,2.04
息,10,3.215
捉,10,3.66
束,7,3.1016666666666666
測,12,2.8674999999999997
足,7,3.9375
速,10,3.105
俗,9,2.134
属,12,2.4166666666666665
賊,13,3.8775
族,11,4.1850000000000005
続,13,2.7133333333333334
卒,8,3.395
袖,10,3.865
其,8,1.54
揃,12,2.93
存,6,1.886
孫,10,4.26
尊,12,1.978
損,13,2.888
村,7,4.765
遜,13,1.97
他,5,2.0533333333333332
多,6,2.1033333333333335
太,4,3.8866666666666667
汰,7,3.3433333333333333
詑,12,1.895
唾,11,4.89
堕,12,2.69
妥,7,2.1066666666666665
惰,12,2.44
打,5,4.338
柁,9,4.486666666666666
舵,11,4.486666666666666
楕,13,4.0
陀,8,3.76
駄,14,2.945
騨,19,
体,7,3.556
堆,11,3.45
対,7,2.3040000000000003
耐,9,2.14
岱,8,2.72
帯,10,3.9575
待,9,2.285
怠,9,2.235
態,14,2.8899999999999997
戴,17,2.703333333333333
替,12,3.013333333333333
泰,10,2.1157142857142857
滞,13,2.506666666666667
胎,9,4.54
腿,13,4.890000000000001
苔,8,4.9
袋,11,4.746666666666667
貸,12,3.07
退,9,2.815714285714286
逮,11,3.15
隊,12,3.9125
黛,16,3.59
鯛,19,4.515000000000001
代,5,3.111428571428571
台,5,3.37
大,3,3.515
第,11,4.34
醍,16,3.175
題,18,2.865
鷹,24,4.93
滝,13,4.365
瀧,19,4.365
卓,8,3.815
啄,10,3.99
宅,6,3.568
托,6,2.2199999999999998
択,7,2.2825
拓,8,3.4899999999999998
沢,7,3.495
濯,17,4.38
琢,11,4.23
託,10,2.1466666666666665
鐸,21,3.37
濁,16,2.3725
諾,15,2.3133333333333335
茸,9,4.83
凧,5,5.0
蛸,13,5.0
只,5,2.4833333333333334
但,7,1.915
達,12,2.7
辰,7,4.43
奪,14,3.0166666666666666
脱,11,2.9333333333333336
巽,12,3.8
竪,14,3.6666666666666665
辿,6,3.045
棚,12,4.546
谷,7,4.72
狸,10,4.67
鱈,22,4.71
樽,16,4.805
誰,15,3.08
丹,4,3.4833333333333334
単,9,2.5700000000000003
嘆,13,3.132
坦,8,2.96
担,8,3.8725
探,11,3.2466666666666666
旦,5,4.036666666666667
歎,14,2.505
淡,11,3.4175
湛,12,3.145
炭,9,4.755
短,12,2.704
端,14,3.454285714285714
箪,15,4.86
綻,14,3.162
耽,10,2.285
胆,9,3.0025
蛋,11,4.245
誕,15,2.6025
鍛,17,3.69
団,6,3.21
壇,16,4.733333333333333
弾,12,3.965
断,11,2.56375
暖,13,3.39
檀,17,4.875
段,9,4.13
男,7,4.45
談,15,3.62
値,10,2.5833333333333335
知,8,1.605
地,6,4.785
弛,6,2.6799999999999997
恥,10,1.98
智,12,1.94
池,6,4.806666666666667
痴,13,1.795
稚,13,2.755
置,13,3.01375
致,10,2.392857142857143
蜘,14,4.97
遅,12,3.0025
馳,13,3.92
築,16,3.0566666666666666
畜,10,3.635
竹,6,4.86
筑,12,1.46
蓄,13,3.4775
逐,10,2.8083333333333336
秩,10,2.8133333333333335
窒,11,3.55
茶,9,4.69
嫡,14,1.89
着,12,3.6666666666666665
中,4,3.342
仲,6,2.8
宙,8,3.416
忠,8,1.72
抽,8,3.42
昼,9,3.4899999999999998
柱,9,4.135
注,8,3.53
虫,6,4.15
衷,9,3.2424999999999997
註,12,3.145
酎,10,2.74
鋳,15,3.79
駐,15,3.6100000000000003
樗,15,
瀦,18,4.72
猪,11,4.8
苧,8,4.85
著,11,2.7175
貯,12,3.532
丁,2,4.12
兆,6,3.3433333333333333
凋,10,2.97
喋,12,3.686666666666667
寵,19,2.11
帳,11,4.492857142857143
庁,5,2.88
弔,4,3.0
張,11,3.488
彫,11,4.1066666666666665
徴,14,3.184285714285714
懲,18,2.4825
挑,9,2.283333333333333
暢,14,3.62
朝,12,3.0175
潮,15,3.623333333333333
牒,13,3.54
町,7,4.6899999999999995
眺,11,3.346
聴,17,2.3775
脹,12,3.5025
腸,13,4.306666666666667
蝶,15,4.93
調,15,3.37
諜,16,4.14
超,12,1.93
跳,13,3.8555555555555556
銚,14,2.74
長,8,3.0175
頂,11,3.74
鳥,11,4.9
勅,9,2.52
捗,10,2.67
直,8,2.562
朕,10,2.2800000000000002
沈,7,2.675
珍,9,1.8566666666666667
賃,13,3.585
鎮,18,2.725
陳,11,2.7475
津,9,4.2975
墜,15,3.915
椎,12,4.904999999999999
槌,13,4.85
追,9,2.94
鎚,17,4.85
痛,12,3.7600000000000002
通,10,3.868
塚,12,4.63
栂,9,4.88
掴,11,3.755
槻,15,
佃,7,2.65
漬,14,3.8166666666666664
柘,9,2.41
辻,5,4.193333333333333
蔦,14,4.68
綴,14,3.4425
鍔,17,4.84
椿,13,
潰,15,3.6174999999999997
坪,8,
壷,11,4.793333333333333
嬬,17,3.505
紬,11,
爪,4,4.8533333333333335
吊,6,3.35
釣,11,3.334
鶴,21,4.699999999999999
亭,9,4.595714285714285
低,7,2.6999999999999997
停,11,3.285
偵,11,4.14
剃,9,4.23
貞,9,2.2725
呈,7,3.136
堤,12,4.463333333333334
定,8,2.245
帝,9,2.1525
底,8,3.57
庭,10,4.706666666666667
廷,7,2.7
弟,7,2.495
悌,10,3.32
抵,8,3.4466666666666668
挺,10,3.05
提,12,3.0966666666666667
梯,11,3.9366666666666665
汀,5,4.785
碇,13,4.77
禎,13,2.075
程,12,2.8383333333333334
締,15,4.062
艇,13,4.015
訂,9,2.28
諦,16,2.3325
蹄,16,4.89
逓,10,3.1166666666666667
鄭,15,1.46
釘,10,4.786666666666666
鼎,13,3.62
泥,8,3.1100000000000003
摘,14,3.74
擢,17,2.8325
敵,15,3.1033333333333335
滴,14,4.175
的,8,3.6025
笛,11,4.816666666666666
適,14,1.99
鏑,19,4.7
溺,13,3.245
哲,10,2.8449999999999998
徹,15,3.93
撤,15,3.075
轍,19,4.25
迭,8,3.02
鉄,13,4.59
典,8,2.9274999999999998
填,13,3.32
天,4,3.18
展,10,3.455
店,8,4.404999999999999
添,11,3.19875
纏,21,3.826
甜,11,4.0
貼,12,3.8466666666666667
転,11,3.256666666666667
顛,19,3.08
点,9,4.112
伝,6,3.22375
殿,13,4.34
澱,16,3.775
田,5,4.86
電,13,3.9
兎,8,4.904999999999999
吐,6,3.814
堵,11,4.55
塗,13,4.2525
妬,8,1.93
屠,11,3.81
徒,10,2.82375
斗,4,3.0650000000000004
杜,7,4.8149999999999995
渡,12,3.73625
登,12,3.3850000000000002
菟,11,
賭,15,3.066666666666667
途,10,3.6566666666666667
都,11,3.1399999999999997
鍍,17,3.83
砥,10,4.58
砺,10,4.455
努,7,1.8966666666666667
度,9,2.6919999999999997
土,3,4.8133333333333335
奴,5,4.1125
怒,9,2.19
倒,10,3.596
党,10,3.14
冬,5,3.84
凍,10,3.933333333333333
刀,2,4.68
唐,10,2.5
塔,12,4.723333333333334
塘,13,4.305
套,10,3.33
宕,8,4.96
島,10,4.96
嶋,14,4.96
悼,11,2.08
投,7,3.2144444444444447
搭,12,3.9833333333333334
東,8,3.04
桃,10,4.9
梼,11,2.97
棟,12,4.48
盗,11,3.5033333333333334
淘,11,2.48
湯,12,4.489999999999999
涛,10,
灯,6,3.7024999999999997
燈,16,4.45
当,6,3.27
痘,12,3.995
祷,11,3.21
等,12,2.5140000000000002
答,12,2.75
筒,12,4.802
糖,16,4.87
統,12,2.2725
到,8,2.87
蕩,15,2.9050000000000002
藤,18,
討,10,3.066
謄,17,3.9
豆,7,4.65
踏,15,3.252
逃,9,3.2725
透,10,3.4
鐙,20,4.9
陶,11,4.675
頭,16,4.46
騰,20,3.2775
闘,18,3.915
働,13,3.48
動,11,3.1766666666666667
同,6,2.5033333333333334
堂,11,3.62
導,15,3.015
憧,15,2.17
撞,15,3.75
洞,9,4.253333333333334
瞳,17,4.55
童,12,4.045
胴,10,4.355
萄,11,3.705
道,12,3.2239999999999998
銅,14,4.52
峠,9,4.325
鴇,15,3.11
匿,10,4.17
得,11,2.841111111111111
徳,14,1.7349999999999999
涜,10,3.08
特,10,1.76
督,13,3.022
禿,7,3.054
篤,16,2.094
毒,8,3.564285714285714
独,9,2.78
読,14,3.56
栃,9,5.0
橡,16,5.0
凸,5,3.743333333333333
突,8,3.4466666666666668
椴,13,4.58
届,8,3.276666666666667
鳶,14,4.45
苫,8,2.9
寅,11,4.03
酉,7,3.774
瀞,17,3.3966666666666665
噸,16,
屯,4,4.4366666666666665
惇,11,1.9333333333333333
敦,12,2.6799999999999997
沌,7,2.32
豚,11,4.895
遁,12,3.2725
頓,13,2.7816666666666667
呑,7,4.76
曇,16,4.27
鈍,12,2.64
奈,8,
那,7,
内,4,3.4483333333333333
乍,5,1.8083333333333333
凪,6,2.575
薙,16,4.32
謎,16,3.174
灘,21,3.21
捺,11,3.8025
鍋,17,4.806666666666667
楢,13,4.82
馴,13,1.94
縄,15,4.699999999999999
畷,13,4.86
南,9,3.84
楠,13,
軟,11,3.88
難,18,2.372
汝,6,3.1500000000000004
二,2,4.18
尼,5,4.92
弐,6,3.7399999999999998
迩,8,2.91
匂,4,3.1225
賑,14,1.8633333333333333
肉,6,4.9
虹,9,4.57
廿,4,3.67
日,4,4.306666666666667
乳,8,4.96
入,2,2.8449999999999998
尿,7,4.93
韮,12,4.92
任,6,2.162
妊,7,4.31
忍,7,3.367142857142857
認,14,2.3183333333333334
濡,17,2.953333333333333
禰,18,1.96
祢,9,1.96
寧,14,2.182
葱,12,4.72
猫,11,4.86
熱,15,3.098
年,6,3.71
念,8,1.9485714285714286
捻,11,3.6866666666666665
撚,15,3.4133333333333336
燃,16,4.013333333333334
粘,11,2.8775
乃,2,1.825
廼,9,2.915
之,3,1.905
埜,11,3.7533333333333334
嚢,18,4.766666666666667
悩,10,2.8
濃,16,3.5
納,10,3.4466666666666668
能,10,2.3175
脳,11,3.535
膿,17,3.833333333333333
農,13,3.67
覗,12,3.236666666666667
蚤,10,4.89
巴,4,
把,7,3.7175
播,15,4.4
覇,19,2.716666666666667
杷,8,2.07
波,8,
派,9,3.6416666666666666
琶,12,
破,10,3.2185714285714284
婆,11,3.9066666666666667
罵,15,2.75
芭,7,5.0
馬,10,5.0
俳,10,4.075
廃,12,2.276666666666667
拝,8,2.723333333333333
排,11,2.865
敗,11,2.5566666666666666
杯,8,4.6775
盃,9,4.91
牌,12,4.4725
背,9,3.06125
肺,9,
輩,15,4.0600000000000005
配,10,2.8275
倍,10,3.125
培,11,2.725
媒,12,3.26
梅,10,4.85
楳,13,4.85
煤,13,4.785
狽,10,3.3200000000000003
買,12,3.35
売,7,3.35
賠,15,2.395
陪,11,3.1666666666666665
這,10,3.7775
蝿,15,4.64
秤,10,4.6899999999999995
矧,9,4.9
萩,12,4.9
伯,7,3.5875
剥,10,3.2875
博,12,2.366
拍,8,4.065
柏,9,4.79
泊,8,2.94
白,5,3.89
箔,14,4.48
粕,11,3.6950000000000003
舶,11,4.535
薄,16,3.24
迫,8,2.8475
曝,19,3.685
漠,13,2.8675
爆,19,4.03
縛,16,3.7249999999999996
莫,10,2.1466666666666665
駁,14,2.075
麦,7,4.74
箱,15,4.622
硲,12,4.226666666666667
箸,15,5.0
肇,14,2.5
筈,12,2.33
櫨,20,4.97
幡,15,4.79
肌,6,4.5525
畑,9,4.526666666666666
畠,10,4.526666666666666
八,2,4.04
鉢,13,4.8375
溌,12,2.813333333333333
発,9,3.2328571428571427
醗,16,3.13
髪,14,4.97
伐,6,3.4975
罰,14,2.66
抜,7,3.3457142857142856
筏,12,5.0
閥,14,2.986
鳩,13,4.795
噺,16,4.07
塙,13,2.2
蛤,12,4.89
隼,10,4.9
伴,7,3.01
判,7,4.586666666666667
半,5,2.8866666666666667
反,4,
叛,9,2.686
帆,6,4.59
搬,13,3.92
斑,12,4.246666666666667
板,8,4.745
氾,5,3.37
汎,6,
版,8,3.6679999999999997
犯,5,2.3033333333333332
班,10,3.7425
畔,10,
繁,16,2.6333333333333333
般,10,2.9233333333333333
藩,18,3.75
販,11,2.92
範,15,3.8266666666666667
釆,7,3.203333333333333
煩,13,2.4587499999999998
頒,13,2.74
飯,12,4.255
挽,10,3.9566666666666666
晩,12,4.154999999999999
番,12,3.37
盤,15,4.486666666666666
磐,15,4.826666666666667
蕃,15,3.03
蛮,12,3.52
匪,10,2.0149999999999997
卑,9,2.42
否,7,2.52
妃,6,4.585
庇,7,3.9985714285714287
彼,8,2.3
悲,12,2.3025
扉,12,3.62
批,7,3.0700000000000003
披,8,3.335
斐,12,2.84
比,4,2.8866666666666667
泌,8,3.894
疲,10,3.6233333333333335
皮,5,4.342
碑,14,4.645
秘,10,2.69
緋,14,4.390000000000001
罷,15,2.992
肥,8,3.4739999999999998
被,10,3.2800000000000002
誹,15,2.2
費,12,2.93
避,16,2.732
非,8,1.72
飛,9,4.086666666666667
樋,14,4.476666666666667
簸,19,4.71
備,12,2.546666666666667
尾,7,3.7575
微,13,1.9866666666666666
枇,8,4.96
毘,9,2.54
琵,12,
眉,9,4.85
美,9,2.545
柊,9,4.5
稗,14,1.73
匹,4,3.91
疋,5,4.46
髭,16,4.93
彦,9,4.52
膝,15,4.555
菱,11,4.945
肘,7,4.98
弼,12,2.56
必,5,1.7133333333333334
畢,11,2.16
筆,12,4.145
逼,12,2.8475
桧,10,
姫,10,4.72
媛,12,3.44
紐,10,4.742857142857143
百,6,3.2
謬,18,1.97
俵,10,4.5525
彪,11,3.2800000000000002
標,15,4.035555555555556
氷,5,4.38
漂,14,3.5700000000000003
瓢,17,4.86
票,11,4.6275
表,8,4.5
評,12,2.4033333333333333
豹,10,4.965
廟,15,4.423333333333334
描,11,4.074
病,10,3.09
秒,9,3.3
苗,8,4.35
錨,16,4.77
鋲,15,4.653333333333333
蒜,13,4.89
蛭,12,4.33
鰭,21,4.76
品,9,3.366
彬,11,2.285
斌,12,2.31
浜,10,4.5633333333333335
瀕,20,3.1966666666666668
貧,11,2.62
賓,15,3.83
頻,17,2.49
敏,10,2.3233333333333333
瓶,11,4.701666666666666
不,4,2.3675
付,5,2.6
埠,11,4.6
夫,4,4.45
婦,11,4.3875
富,12,2.486666666666667
冨,11,2.52
布,5,4.0375
府,8,3.8125
怖,8,2.0933333333333333
扶,7,2.7266666666666666
敷,15,4.17
斧,8,4.915
普,12,1.76
浮,10,4.0
父,4,4.52
符,11,3.792
腐,14,3.6633333333333336
膚,15,4.062
芙,7,4.35
譜,19,4.045
負,9,2.6366666666666667
賦,15,3.138
赴,9,2.1174999999999997
阜,8,4.42
附,8,2.5933333333333333
侮,8,2.3
撫,15,4.023333333333333
武,8,3.755
舞,15,4.54
葡,12,2.41
蕪,15,4.79
部,11,3.7528571428571427
封,9,4.63
楓,13,4.46
風,9,3.0825
葺,12,4.390000000000001
蕗,16,4.08
伏,6,4.1450000000000005
副,11,3.755
復,12,2.94
幅,12,3.835
服,8,3.3125
腹,13,4.796666666666667
複,14,3.28
覆,18,3.52
淵,12,3.03
弗,5,4.93
払,5,3.558
沸,8,3.072
仏,4,1.43
物,8,3.4566666666666666
鮒,16,4.62
分,4,2.73
吻,7,
噴,15,3.8275
墳,15,4.68
憤,15,2.2233333333333336
扮,7,3.9025
焚,12,4.016
奮,16,1.975
粉,10,4.71
糞,17,4.573333333333333
紛,10,2.5475
雰,12,3.85
文,4,3.394285714285714
聞,14,3.216666666666667
丙,5,3.44
併,8,2.585
兵,7,3.3985714285714286
塀,12,4.84
幣,15,3.655
平,5,2.8266666666666667
弊,15,2.635
柄,9,3.8744444444444444
並,8,2.7475
蔽,15,3.52
閉,11,3.375
陛,10,3.415
米,6,4.86
頁,9,4.95
僻,15,2.19
壁,16,4.696666666666667
癖,18,2.715
碧,14,3.915
別,7,3.1642857142857146
瞥,17,3.48
蔑,14,2.1675
箆,14,4.965
偏,11,2.5033333333333334
変,9,2.3200000000000003
片,4,4.965
篇,15,3.476
編,15,3.66
辺,5,3.2333333333333334
返,7,2.715
遍,12,1.9825
便,9,3.558333333333333
勉,10,2.296
娩,11,4.88
弁,5,3.46
鞭,18,4.426666666666667
保,9,2.46
舗,15,4.28
鋪,15,4.404999999999999
圃,10,4.495
捕,10,3.66
歩,8,4.12
甫,7,1.855
補,12,3.1314285714285712
輔,14,2.56
穂,15,4.8175
募,12,2.9939999999999998
墓,13,4.645
慕,14,2.0949999999999998
戊,5,
暮,14,3.07
母,5,4.6
簿,19,4.01
菩,11,1.92
倣,10,2.515
俸,10,3.575
包,5,3.8400000000000003
呆,7,2.0949999999999998
報,12,3.185
奉,8,2.69
宝,8,3.34
峰,10,4.205
峯,10,4.205
崩,11,3.3575
庖,8,4.97
抱,8,3.7333333333333334
捧,11,2.7016666666666667
放,8,3.317142857142857
方,4,3.3233333333333333
朋,8,3.41
泡,8,4.526666666666666
烹,11,4.26
砲,10,4.8100000000000005
縫,16,4.156666666666666
胞,9,4.635
芳,7,3.2824999999999998
萌,11,4.415
蓬,13,4.54
蜂,13,4.933333333333334
褒,15,2.61
訪,11,3.2775
豊,13,2.3233333333333333
邦,7,4.140000000000001
鋒,15,4.453333333333333
飽,13,2.565
鳳,14,4.45
鵬,19,4.3
乏,4,2.1733333333333333
亡,3,2.9450000000000003
傍,12,2.9916666666666667
剖,10,2.86
坊,7,4.765
妨,7,3.0125
帽,12,4.71
忘,7,2.04
忙,6,2.435
房,8,4.1625
暴,15,2.7785714285714285
望,11,1.95
某,9,2.3233333333333333
棒,12,4.471666666666667
冒,9,2.598333333333333
紡,10,3.83
肪,8,4.109999999999999
膨,16,3.23
謀,16,2.3125
貌,14,2.8499999999999996
貿,12,2.91
鉾,14,4.65
防,7,2.885
吠,7,4.116666666666666
頬,15,4.87
北,5,4.14
僕,14,4.155
卜,2,1.925
墨,14,4.16
撲,15,3.9116666666666666
朴,6,2.0125
牧,8,3.7600000000000002
睦,13,2.143333333333333
穆,16,2.276666666666667
釦,11,4.96
勃,9,3.0949999999999998
没,7,3.6416666666666666
殆,9,1.6066666666666667
堀,11,4.623333333333333
幌,13,4.7075
奔,8,3.425
本,5,3.0142857142857142
翻,18,3.65
凡,3,1.87
盆,9,4.79
摩,15,4.0200000000000005
磨,16,3.596
魔,21,3.1399999999999997
麻,11,3.9749999999999996
埋,10,2.835
妹,8,2.79
昧,9,3.065
枚,8,4.55
毎,6,2.28
哩,10,3.63
槙,14,3.725
幕,13,3.7600000000000002
膜,14,3.97
枕,8,5.0
鮪,17,4.89
柾,9,3.84
鱒,23,4.81
桝,11,3.52
亦,6,1.915
俣,9,4.622
又,2,2.19
抹,8,4.303333333333334
末,5,3.542
沫,8,4.390000000000001
迄,6,2.0100000000000002
侭,8,1.275
繭,18,4.83
麿,18,4.0200000000000005
万,3,3.39
慢,14,2.1399999999999997
満,12,2.385
蔓,14,2.8642857142857143
味,8,3.81
未,5,3.314
魅,15,2.253333333333333
巳,3,4.225
箕,14,
岬,8,4.74
密,11,2.0324999999999998
蜜,14,4.783333333333333
湊,12,4.49
蓑,13,4.77
稔,13,3.6550000000000002
脈,10,3.356666666666667
妙,7,2.065
粍,10,4.38
民,5,4.220000000000001
眠,10,3.4266666666666667
務,11,2.84
夢,13,2.8233333333333333
無,12,2.21
牟,6,3.9749999999999996
矛,5,4.65
霧,19,4.585
鵡,19,4.73
椋,12,3.705
婿,12,4.39
娘,10,4.82
冥,10,4.29
名,6,2.6075
命,8,2.215
明,8,4.0649999999999995
盟,13,2.645
迷,9,2.5
銘,14,4.29
鳴,14,4.17
姪,9,4.28
牝,6,4.57
滅,13,2.81
免,8,2.145
棉,12,4.97
綿,14,4.97
緬,15,2.61
面,9,4.696666666666666
麺,16,4.925
摸,13,3.1866666666666665
模,14,3.0533333333333332
茂,8,2.7199999999999998
妄,6,2.0825
孟,8,3.38
毛,4,4.5200000000000005
猛,11,2.6483333333333334
盲,8,3.4533333333333336
網,14,3.795
耗,10,2.68
蒙,13,2.4233333333333333
儲,17,2.39
木,4,4.925
黙,15,2.77
目,5,2.8042857142857143
杢,7,4.36
勿,4,2.13
餅,14,
尤,4,1.715
戻,7,2.982
籾,9,
貰,12,2.52
問,11,2.8533333333333335
悶,12,2.2
紋,10,4.23
門,8,4.5649999999999995
匁,4,
也,3,1.55
冶,7,3.665
夜,8,3.8899999999999997
爺,13,2.72
耶,9,3.36
野,11,3.736666666666667
弥,8,2.135
矢,5,4.9350000000000005
厄,4,2.1525
役,7,3.025
約,9,2.7266666666666666
薬,16,3.98
訳,11,2.58
躍,21,4.083333333333334
靖,13,2.27
柳,9,4.35
